dataset,term,method,retrieval_scope,aligned_datastore,neighbor_query_scale,retrieval_representation,alignment_period,fallback_method,inference_seconds,tsrag_weight,validation_dates,fallback_count,fallback_grid_rows,task_error,datastore_preprocessing_seconds,fallback_rate,MSE_mean,MSE_variance,MSE_std,MSE_dispersion_ddof,MSE_finite_values,MSE_evaluation_values,MSE_total_values,MAE_mean,MAE_variance,MAE_std,MAE_dispersion_ddof,MAE_finite_values,MAE_evaluation_values,MAE_total_values,RMSE_mean,RMSE_variance,RMSE_std,RMSE_dispersion_ddof,RMSE_finite_values,RMSE_evaluation_values,RMSE_total_values,MAPE_mean,MAPE_variance,MAPE_std,MAPE_dispersion_ddof,MAPE_finite_values,MAPE_evaluation_values,MAPE_total_values,sMAPE_mean,sMAPE_variance,sMAPE_std,sMAPE_dispersion_ddof,sMAPE_finite_values,sMAPE_evaluation_values,sMAPE_total_values,MASE_mean,MASE_variance,MASE_std,MASE_dispersion_ddof,MASE_finite_values,MASE_evaluation_values,MASE_total_values,ND_mean,ND_variance,ND_std,ND_dispersion_ddof,ND_finite_values,ND_evaluation_values,ND_total_values,CRPS_mean,CRPS_variance,CRPS_std,CRPS_dispersion_ddof,CRPS_finite_values,CRPS_evaluation_values,CRPS_total_values,seasonal_MASE_mean,seasonal_MASE_variance,scaled_MASE_mean,scaled_MASE_std,scaled_MASE_variance,MASE_variance_ratio_to_seasonal
current_velocity/H,medium,chronos2_max,,,,,,,1.0991047490388155,,,0,504,,0,0.0,10.956829718198133,1002.9430063157797,31.66927543086169,0,504,504,504,1.1121571359114966,5.868932148941252,2.4225879032433997,0,504,504,504,1.390382358884792,9.023666614300094,3.0039418460250014,0,504,504,504,2525140945340.7817,3.3156100921583545e+26,18208816798898.15,0,504,504,504,0.5614585241412083,0.34613357045447,0.5883311741310926,0,504,504,504,1.1527019569841095,0.9292738310170483,0.9639885014962826,0,504,504,504,0.4015593921255154,0.17581761350792766,0.41930610955235037,0,504,504,504,0.4015593921255154,0.17581761350792766,0.41930610955235037,0,504,504,504,1.8436548434542293,1.2185305146164476,0.625226549902602,0.5228682065511655,0.27339116142203224,0.762618432505609
current_velocity/H,medium,tsrag,all,False,False,t5,24,chronos_bolt_max,86.72405741550028,,,0,504,,646.7528015896678,0.0,11.079673307891666,994.1140422649253,31.529574089494538,0,504,504,504,1.1765281848098765,5.704920310570776,2.3884975006415177,0,504,504,504,1.4723603795401634,8.91182822065201,2.9852685340940455,0,504,504,504,2052915642294.5173,3.349396325201727e+26,18301356029545.26,0,504,504,504,0.6507700510495726,0.4253895936532025,0.6522189767656278,0,504,504,504,1.532315335411767,0.9959156814548328,0.9979557512509424,0,504,504,504,0.4924790387990797,0.23768096769350652,0.4875253508213768,0,504,504,504,0.4924790387990797,0.23768096769350652,0.4875253508213768,0,504,504,504,1.8436548434542293,1.2185305146164476,0.8311291784642597,0.5412920725341385,0.292997107788303,0.8173087743874133
current_velocity/H,medium,bayes_mixture,,,,,,chronos_bolt_max,87.82380994595587,0.12790697674418605,84,0,504,,0,0.0,10.788026397169842,967.1037585137257,31.098291890612348,0,504,504,504,1.1056970237377102,5.74897709342416,2.3977024614042834,0,504,504,504,1.3834064864835813,8.874212890324994,2.9789617134708184,0,504,504,504,2404883144299.393,3.100423657726003e+26,17608019927652.293,0,504,504,504,0.5678844488697842,0.34971248044237385,0.5913649300071605,0,504,504,504,1.160402841805362,0.8847278292359941,0.9405997178587681,0,504,504,504,0.4037720689533265,0.1751648700478265,0.41852702427421157,0,504,504,504,0.4037720689533265,0.1751648700478265,0.41852702427421157,0,504,504,504,1.8436548434542293,1.2185305146164476,0.6294035165667224,0.51018210984464,0.2602857852055283,0.726061283343796
current_velocity/H,long,chronos_t5_512,,,,,,,136.623212819919,,,0,252,,0,0.0,14.001135503016561,1503.4864035362705,38.77481661512109,0,252,252,252,1.3658095748334518,7.327087866154116,2.706859410119801,0,252,252,252,1.6994084127176523,11.113146549801032,3.3336386351554412,0,252,252,252,1983929797919.867,1.2823379491928827e+26,11324036158512.047,0,252,252,252,0.6655787426474824,0.45180269486075886,0.6721626996946192,0,252,252,252,2.2080036471436326,18.384947907821058,4.287767240396924,0,252,252,252,0.4909073777053962,0.23699950603544867,0.48682595045400845,0,252,252,252,0.4909073777053962,0.23699950603544867,0.48682595045400845,0,252,252,252,1.97807318941371,1.9703509296939952,1.1162396108296038,2.167648428452637,4.698699709373188,9.330798707353278
current_velocity/H,long,chronos_bolt_512,,,,,,,2.8629990769550204,,,0,252,,0,0.0,13.375720005187603,1563.0317651689397,39.53519653636415,0,252,252,252,1.2835685408581277,6.893276193512704,2.6255049406757367,0,252,252,252,1.6184131719512507,10.756458810042291,3.2797040735472294,0,252,252,252,1854028816878.2034,9.392829495948315e+25,9691661104242.303,0,252,252,252,0.671878827390191,0.44328546567233096,0.665796865171601,0,252,252,252,1.7015104521085875,1.737460889378954,1.3181277970587504,0,252,252,252,0.514654688725981,0.2562191526237347,0.5061809484993827,0,252,252,252,0.514654688725981,0.2562191526237347,0.5061809484993827,0,252,252,252,1.97807318941371,1.9703509296939952,0.8601857915140672,0.6663695782912038,0.4440484148719967,0.8818027607136917
current_velocity/H,long,chronos_bolt_max,,,,,,,11.181970732286572,,,0,252,,0,0.0,11.803825071102548,889.9086215297228,29.831336234398265,0,252,252,252,1.2343972653261182,5.799913882730625,2.408301036567195,0,252,252,252,1.5632188814730559,9.360171799708679,3.0594397852725717,0,252,252,252,2119241958802.574,1.1555922135104529e+26,10749847503618.146,0,252,252,252,0.6645993911194092,0.4354935772688665,0.6599193717939082,0,252,252,252,1.626693758423061,1.681650978830766,1.2967848621998816,0,252,252,252,0.48791361066670846,0.224541613088145,0.47385822045010995,0,252,252,252,0.48791361066670846,0.224541613088145,0.47385822045010995,0,252,252,252,1.97807318941371,1.9703509296939952,0.8223627756186332,0.655579818350524,0.429784898228506,0.8534779025845586
current_velocity/H,long,chronos2_max,,,,,,,0.6066123191267252,,,0,252,,0,0.0,11.70617098490503,944.7475566508399,30.73674603224681,0,252,252,252,1.1858292802811696,6.04278160686227,2.4582069902394856,0,252,252,252,1.493321314526086,9.476162436487112,3.07833760924417,0,252,252,252,2265187324714.3076,1.213997762066056e+26,11018156661012.113,0,252,252,252,0.6040750138151626,0.37359461500255736,0.611223866519099,0,252,252,252,1.3405691348227926,1.602932343341078,1.2660696439537116,0,252,252,252,0.4294313937580587,0.18539258316668444,0.4305723901583617,0,252,252,252,0.4294313937580587,0.18539258316668444,0.4305723901583617,0,252,252,252,1.97807318941371,1.9703509296939952,0.677714627546279,0.640051971145197,0.40966652576685203,0.8135263212173178
current_velocity/H,long,tsrag,all,False,False,t5,24,chronos_bolt_max,88.46083311922848,,,0,252,,643.8173198401928,0.0,12.594132391055204,1270.9663758655402,35.65061536447218,0,252,252,252,1.2524547072409162,6.368196679149808,2.5235286166694855,0,252,252,252,1.5835057783149529,10.086641841098364,3.1759473926843254,0,252,252,252,2087204509371.6023,1.1440204919024406e+26,10695889359480.307,0,252,252,252,0.6735734198335076,0.44888405092454065,0.6699880975991593,0,252,252,252,1.6596252801647087,1.6719898014808368,1.293054446448732,0,252,252,252,0.4986715784148307,0.2417594401551402,0.4916903905458599,0,252,252,252,0.4986715784148307,0.2417594401551402,0.4916903905458599,0,252,252,252,1.97807318941371,1.9703509296939952,0.839011058360592,0.6536939347689081,0.42731576035365765,0.8485746251001616
current_velocity/H,long,bayes_mixture,,,,,,chronos_bolt_max,89.06809655949473,0.1590909090909091,42,0,252,,0,0.0,11.578541714491058,925.6169119990135,30.42395293184325,0,252,252,252,1.1782374326630884,5.94940796667646,2.439140825511405,0,252,252,252,1.4860477872774163,9.370203688418954,3.061078843874975,0,252,252,252,2131745087730.0823,1.0588387369908346e+26,10289989003836.857,0,252,252,252,0.6077876220828555,0.3763746251970027,0.6134937857851559,0,252,252,252,1.3453884010963717,1.5571267666296549,1.247848855683113,0,252,252,252,0.4305390414981735,0.18444194896586888,0.4294670522471647,0,252,252,252,0.4305390414981735,0.18444194896586888,0.4294670522471647,0,252,252,252,1.97807318941371,1.9703509296939952,0.6801509713071524,0.6308405888929562,0.39795984859481187,0.7902789006583127
CPHL/15T,short,chronos_t5_512,,,,,,,7.056688208132982,,,0,240,,0,0.0,0.07145993249388789,0.0689536804400986,0.26259032815413935,0,240,240,240,0.14304919937258642,0.03304983351406007,0.18179613173568923,0,240,240,240,0.16718102225698803,0.04351043829099637,0.20859155853244965,0,240,240,240,0.19229100821756445,0.038738731291890614,0.19682157222187463,0,240,240,240,0.18541487852636995,0.024565810010731947,0.15673483981148525,0,240,240,240,0.6817097401429651,0.5701464227751972,0.7550804081521366,0,240,240,240,0.18730507891805045,0.028028482942269242,0.16741709274225627,0,240,240,240,0.18730507891805045,0.028028482942269242,0.16741709274225627,0,240,240,240,1.3686982871636935,1.2103073573379792,0.4980715958632847,0.5516777621727458,0.3043483532759287,0.4710757307376951
CPHL/15T,short,chronos_bolt_512,,,,,,,0.14157854299992323,,,0,240,,0,0.0,0.06596169725160105,0.04661334176940333,0.2159012315143277,0,240,240,240,0.14131190409281788,0.030260634365444444,0.17395584027403174,0,240,240,240,0.16409107241488338,0.039035817205334535,0.19757483950476723,0,240,240,240,0.19882263809012707,0.06222609311780087,0.2494515847169564,0,240,240,240,0.18508893789727102,0.026121400526352163,0.16162116360907738,0,240,240,240,0.667953797037442,0.5063538047831602,0.7115854163648663,0,240,240,240,0.19006666009150183,0.03813186968530857,0.19527383256675374,0,240,240,240,0.19006666009150183,0.03813186968530857,0.19527383256675374,0,240,240,240,1.3686982871636935,1.2103073573379792,0.488021212053695,0.519899398602639,0.27029538466738573,0.41836794737566857
CPHL/15T,short,chronos_bolt_max,,,,,,,0.26577042043209076,,,0,240,,0,0.0,0.0651825012460975,0.046962879973174845,0.21670920601851423,0,240,240,240,0.13870965207202568,0.029362409974071302,0.17135463219321298,0,240,240,240,0.16241370549559644,0.03880428951328715,0.19698804408716572,0,240,240,240,0.1952289023660723,0.05387294546434524,0.23210546194423182,0,240,240,240,0.18010539700734138,0.02382737526632385,0.15436118445491356,0,240,240,240,0.6561104828324199,0.4962217310472178,0.704430075342626,0,240,240,240,0.18714228160742782,0.035206280049300445,0.18763336603413702,0,240,240,240,0.18714228160742782,0.035206280049300445,0.18763336603413702,0,240,240,240,1.3686982871636935,1.2103073573379792,0.4793682354874975,0.5146715546801716,0.2648868091969048,0.4099964591958169
CPHL/15T,short,chronos2_max,,,,,,,1.0776169942691922,,,0,240,,0,0.0,0.06383973072371144,0.04183820496401417,0.20454389495659403,0,240,240,240,0.13782809829207684,0.028995421156403897,0.17028041918084386,0,240,240,240,0.1612417815518271,0.03784081860570431,0.1945271667549402,0,240,240,240,0.19451171113606952,0.06424785046648711,0.2534715969620405,0,240,240,240,0.17760429648500187,0.0235805460590893,0.15355958471905717,0,240,240,240,0.6512084034917712,0.48973057287056093,0.6998075255886871,0,240,240,240,0.18592466527239743,0.039756793293631056,0.19939105620270697,0,240,240,240,0.18592466527239743,0.039756793293631056,0.19939105620270697,0,240,240,240,1.3686982871636935,1.2103073573379792,0.47578667234343375,0.5112942217812475,0.2614217812268915,0.404633227998963
CPHL/15T,short,tsrag,all,False,False,t5,96,chronos_bolt_max,4.177017824724317,,,140,240,,38.10773401148617,0.5833333333333334,0.06506746315610447,0.0444778967952908,0.21089783497061035,0,240,240,240,0.14027417469769715,0.029098166772811927,0.1705818477236424,0,240,240,240,0.16373454060212075,0.03825846336991692,0.19559770798738138,0,240,240,240,0.19775258459253978,0.05541191207342997,0.2353973493339081,0,240,240,240,0.18331015778813434,0.02509184899574761,0.15840406874745236,0,240,240,240,0.66302173797884,0.49019119332320155,0.7001365533402762,0,240,240,240,0.18978242056996947,0.036419582482041704,0.19083915343042607,0,240,240,240,0.18978242056996947,0.036419582482041704,0.19083915343042607,0,240,240,240,1.3686982871636935,1.2103073573379792,0.4844177450917961,0.5115346164355515,0.26166766381186685,0.40501380938587095
CPHL/15T,short,bayes_mixture,,,,,,chronos_bolt_max,5.254677659831941,0.4132231404958678,240,0,240,,0,0.0,0.06375785479412885,0.04272357545234259,0.20669682013118293,0,240,240,240,0.1375407230221864,0.028895957085114363,0.16998810865797162,0,240,240,240,0.1609941122596114,0.037838750611868484,0.19452185124522253,0,240,240,240,0.193875083763247,0.060057530680107545,0.24506638015057786,0,240,240,240,0.17802832772266872,0.02391197799887857,0.1546349831017502,0,240,240,240,0.649808046348168,0.4880974846431009,0.6986397388089951,0,240,240,240,0.18558275178675085,0.03796004913111375,0.19483338813230588,0,240,240,240,0.18558275178675085,0.03796004913111375,0.19483338813230588,0,240,240,240,1.3686982871636935,1.2103073573379792,0.47476354171140445,0.5104410119901314,0.2605500267215094,0.40328391105268585
CPHL/15T,medium,chronos_t5_512,,,,,,,4.816196445375681,,,0,30,,0,0.0,0.1512283403935484,0.07833443632032708,0.2798828975130976,0,30,30,30,0.2438202671794907,0.03574918397170824,0.18907454607034824,0,30,30,30,0.3030685826287905,0.059377774616924395,0.24367555194751153,0,30,30,30,0.3980063324278897,0.14553671788257364,0.3814927494495454,0,30,30,30,0.3217537060978479,0.02435004396502365,0.15604500621623124,0,30,30,30,1.1967010497168664,0.6156909686853042,0.7846597789394485,0,30,30,30,0.329453201864868,0.03482070390308686,0.18660306509563784,0,30,30,30,0.329453201864868,0.03482070390308686,0.18660306509563784,0,30,30,30,1.37281934883039,0.6233469173388662,0.8717105063651877,0.5715681233717753,0.32669011965473294,0.9877179970886099
CPHL/15T,medium,chronos_bolt_512,,,,,,,0.08338964357972145,,,0,30,,0,0.0,0.12414559600977802,0.044352344966371006,0.21059996430762046,0,30,30,30,0.22185985561536506,0.023984407074573205,0.15486899972096807,0,30,30,30,0.28073609276095923,0.04533284223108812,0.2129151056902448,0,30,30,30,0.3586792857482972,0.08211905809950264,0.28656423032106193,0,30,30,30,0.30218942735122106,0.020135830929364378,0.14190077846637902,0,30,30,30,1.0949430199700383,0.4067377817340831,0.6377599718813365,0,30,30,30,0.3038303215665337,0.025071917721839657,0.15834114349037542,0,30,30,30,0.3038303215665337,0.025071917721839657,0.15834114349037542,0,30,30,30,1.37281934883039,0.6233469173388662,0.7975871121738662,0.46456219634775187,0.21581803427544718,0.6525062856980021
CPHL/15T,medium,chronos_bolt_max,,,,,,,0.2781829982995987,,,0,30,,0,0.0,0.12374215644079609,0.05243777312357549,0.228992954309899,0,30,30,30,0.21652415003387895,0.02686790712794444,0.16391432862304758,0,30,30,30,0.2740136464179637,0.04865867801752726,0.2205871211506403,0,30,30,30,0.3424364803547388,0.07316172779338964,0.27048424684885003,0,30,30,30,0.2924205023551521,0.021263814633471535,0.1458211734744702,0,30,30,30,1.063731269260882,0.46669783975210055,0.6831528670452175,0,30,30,30,0.29154221254026724,0.02426281679720634,0.15576526184360343,0,30,30,30,0.29154221254026724,0.02426281679720634,0.15576526184360343,0,30,30,30,1.37281934883039,0.6233469173388662,0.774851600224863,0.4976276504459584,0.24763327848836494,0.7486967959101858
CPHL/15T,medium,chronos2_max,,,,,,,0.13106964528560638,,,0,30,,0,0.0,0.12381329163764764,0.043599554261845024,0.2088050628261801,0,30,30,30,0.2186489219016978,0.026554299824616965,0.16295490119851247,0,30,30,30,0.2766424426432396,0.047282250566029485,0.21744482188828845,0,30,30,30,0.3433816903417899,0.07983187645492187,0.28254535291687577,0,30,30,30,0.29421017632247354,0.021525629777824167,0.14671615377259645,0,30,30,30,1.0652255105006003,0.4463123483134693,0.668066125704237,0,30,30,30,0.2928304434763275,0.025895212909751223,0.1609198959412764,0,30,30,30,0.2928304434763275,0.025895212909751223,0.1609198959412764,0,30,30,30,1.37281934883039,0.6233469173388662,0.7759400473253437,0.48663804620281154,0.23681658801208974,0.7159935116368649
CPHL/15T,medium,tsrag,all,False,False,t5,96,chronos_bolt_max,0.7605767156928778,,,25,30,,37.0890581831336,0.8333333333333334,0.13029056580997941,0.05413577101264545,0.23267095008325697,0,30,30,30,0.2241435280569682,0.02844320114965182,0.16865112258639675,0,30,30,30,0.2822034203817157,0.050651795334840134,0.22505953731144152,0,30,30,30,0.35125074277333,0.07720626483087044,0.27786015337012687,0,30,30,30,0.30289699342420034,0.02401152325702791,0.15495652053730397,0,30,30,30,1.0973020360052201,0.4814510729560911,0.6938667544680975,0,30,30,30,0.3030981311352479,0.027720748780264613,0.16649549177159306,0,30,30,30,0.3030981311352479,0.027720748780264613,0.16649549177159306,0,30,30,30,1.37281934883039,0.6233469173388662,0.7993054854159041,0.5054319456228934,0.2554614516561434,0.7723645686922727
CPHL/15T,medium,bayes_mixture,,,,,,chronos_bolt_max,0.8916882611811161,0.46875,30,0,30,,0,0.0,0.12356802979329533,0.04706273639466806,0.21693947633998764,0,30,30,30,0.21708887314598202,0.026399457888161563,0.16247909985029324,0,30,30,30,0.27491559071139254,0.04798944777710142,0.21906493963457827,0,30,30,30,0.34111354236938923,0.07524540207209843,0.2743089536856178,0,30,30,30,0.29244426417422836,0.021408724642632045,0.14631720555912775,0,30,30,30,1.0598848993950094,0.45063457565499404,0.6712932113875382,0,30,30,30,0.29136606959581596,0.025049906592946314,0.1582716228290666,0,30,30,30,0.29136606959581596,0.025049906592946314,0.1582716228290666,0,30,30,30,1.37281934883039,0.6233469173388662,0.7720497968636636,0.4889887456492104,0.2391099933715882,0.7229274150882155
CPHL/15T,long,chronos_t5_512,,,,,,,5.400829935446382,,,0,10,,0,0.0,0.1291683737091524,0.02081869802621053,0.14428686019943232,0,10,10,10,0.22901280386471834,0.016406839404175554,0.12808918535214264,0,10,10,10,0.30646898655627763,0.035245133988320534,0.18773687434364228,0,10,10,10,0.38413198528699305,0.05337562472951666,0.23103165309004015,0,10,10,10,0.30807325510628114,0.013674547668493724,0.11693822158940902,0,10,10,10,1.1536607640109615,0.2741434313945874,0.5235870810042847,0,10,10,10,0.3147461832504251,0.01670802443894316,0.12925952359088735,0,10,10,10,0.3147461832504251,0.01670802443894316,0.12925952359088735,0,10,10,10,1.556704626979664,0.9348312901421038,0.7410916265144706,0.3363432419547402,0.1131267764086249,0.2932544452517361
CPHL/15T,long,chronos_bolt_512,,,,,,,0.1292598694562912,,,0,10,,0,0.0,0.14358374216048805,0.023115100180424394,0.15203650936674518,0,10,10,10,0.24939700621425417,0.017563208599524264,0.1325262562646522,0,10,10,10,0.32875963127298186,0.03550084700574108,0.18841668452061533,0,10,10,10,0.38220120966001786,0.04073855623455854,0.20183794547745115,0,10,10,10,0.34282286407437257,0.014389179091356289,0.11995490440726586,0,10,10,10,1.2661584238277013,0.2782631115091515,0.5275065037600498,0,10,10,10,0.34337829833734157,0.015405527863456225,0.12411900685816103,0,10,10,10,0.34337829833734157,0.015405527863456225,0.12411900685816103,0,10,10,10,1.556704626979664,0.9348312901421038,0.8133581681993945,0.33886101102141897,0.11482678479045823,0.2976613154089576
CPHL/15T,long,chronos_bolt_max,,,,,,,0.3929856764152646,,,0,10,,0,0.0,0.1346447031319494,0.020961337527612447,0.14478030780327983,0,10,10,10,0.2400734503410412,0.016042245129177186,0.12665798486150484,0,10,10,10,0.31640828972035695,0.03453049732818804,0.18582383412304257,0,10,10,10,0.3809492650564644,0.03521770538211773,0.18766380946287362,0,10,10,10,0.3273499568641765,0.012892339217630725,0.1135444371936852,0,10,10,10,1.202757658522571,0.23706053555269965,0.48688862746289285,0,10,10,10,0.3301056633935952,0.014000862012244781,0.11832523827250373,0,10,10,10,0.3301056633935952,0.014000862012244781,0.11832523827250373,0,10,10,10,1.556704626979664,0.9348312901421038,0.7726306183441974,0.31276879314450273,0.09782431796506874,0.25358643645385903
CPHL/15T,long,chronos2_max,,,,,,,0.04570642299950123,,,0,10,,0,0.0,0.1268142311361365,0.018094464913121618,0.1345156679094358,0,10,10,10,0.23033303058067314,0.013733871900939169,0.11719160337216643,0,10,10,10,0.30966390312410425,0.030922498238081873,0.17584794067057447,0,10,10,10,0.36756569197425054,0.02840280098530635,0.16853130565359764,0,10,10,10,0.3148897380482458,0.008588733741980548,0.09267542145564027,0,10,10,10,1.1569175338572653,0.18150598078269312,0.4260351872588614,0,10,10,10,0.31478368590267736,0.008814862461987167,0.09388749896544889,0,10,10,10,0.31478368590267736,0.008814862461987167,0.09388749896544889,0,10,10,10,1.556704626979664,0.9348312901421038,0.7431837188676761,0.27367760066690344,0.07489942910679308,0.19415907736154445
CPHL/15T,long,tsrag,all,False,False,t5,96,chronos_bolt_max,0.41740243695676327,,,10,10,,36.73229745961726,1.0,0.1346447031319494,0.020961337527612447,0.14478030780327983,0,10,10,10,0.2400734503410412,0.016042245129177186,0.12665798486150484,0,10,10,10,0.31640828972035695,0.03453049732818804,0.18582383412304257,0,10,10,10,0.3809492650564644,0.03521770538211773,0.18766380946287362,0,10,10,10,0.3273499568641765,0.012892339217630725,0.1135444371936852,0,10,10,10,1.202757658522571,0.23706053555269965,0.48688862746289285,0,10,10,10,0.3301056633935952,0.014000862012244781,0.11832523827250373,0,10,10,10,0.3301056633935952,0.014000862012244781,0.11832523827250373,0,10,10,10,1.556704626979664,0.9348312901421038,0.7726306183441974,0.31276879314450273,0.09782431796506874,0.25358643645385903
CPHL/15T,long,bayes_mixture,,,,,,chronos_bolt_max,0.4631514009088278,0.5,10,0,10,,0,0.0,0.12784517028837933,0.0186746219643599,0.13665512052008846,0,10,10,10,0.23194135129889829,0.014442393106417983,0.12017650813040785,0,10,10,10,0.30937535619915213,0.032132059265027074,0.17925417502816238,0,10,10,10,0.3691771250698262,0.03144136929605434,0.17731714326611045,0,10,10,10,0.3165436144434146,0.010506906347372535,0.1025032016444976,0,10,10,10,1.1637506714155825,0.203108768399839,0.4506759017296565,0,10,10,10,0.3180818098305747,0.011145058466315205,0.10557015897646078,0,10,10,10,0.3180818098305747,0.011145058466315205,0.10557015897646078,0,10,10,10,1.556704626979664,0.9348312901421038,0.7475732076890558,0.28950636743725944,0.08381393678671746,0.21726783275404102
CPHL/30T,short,chronos_t5_512,,,,,,,7.0613679476082325,,,0,240,,0,0.0,0.9370864709992937,3.279254970197694,1.8108713290009575,0,240,240,240,0.533274163966023,0.4055992666887469,0.6368667574059326,0,240,240,240,0.646037640795964,0.5197218376740783,0.7209173584219473,0,240,240,240,0.38221403653290503,0.4013159884055051,0.633495057917191,0,240,240,240,0.34702943723753216,0.06367098724985211,0.2523311063857409,0,240,240,240,1.5878959520509202,1.782066476547757,1.3349406266002084,0,240,240,240,0.32207597972005075,0.046988323946185254,0.2167679034040447,0,240,240,240,0.32207597972005075,0.046988323946185254,0.2167679034040447,0,240,240,240,1.9158052500490743,2.00872837438365,0.8288399627312042,0.6968039296092404,0.48553571631887926,0.8871614994210251
CPHL/30T,short,chronos_bolt_512,,,,,,,0.14098002575337887,,,0,240,,0,0.0,0.6480923255416434,0.9735256607832532,0.9866740397837845,0,240,240,240,0.47122927904591894,0.24474824639392936,0.49472037192127977,0,240,240,240,0.5679188109499472,0.3255605497108415,0.5705791353623452,0,240,240,240,0.4142735915232773,0.9076666089827323,0.952715387186925,0,240,240,240,0.3079968719543233,0.037196336434327834,0.19286351763443452,0,240,240,240,1.4391982021923246,0.9987381115901673,0.9993688566241032,0,240,240,240,0.30872923742882225,0.05588767865110085,0.23640575003815126,0,240,240,240,0.30872923742882225,0.05588767865110085,0.23640575003815126,0,240,240,240,1.9158052500490743,2.00872837438365,0.751223644551271,0.521644283310375,0.27211275831039483,0.49719918547803466
CPHL/30T,short,chronos_bolt_max,,,,,,,0.2668905146420002,,,0,240,,0,0.0,0.6438649783230003,0.8603642211141345,0.9275582036261306,0,240,240,240,0.46575399134229145,0.2367825289194587,0.48660305066805604,0,240,240,240,0.5678855038784657,0.32137103280770146,0.5668959629488478,0,240,240,240,0.3935799343094089,0.8983899592146536,0.9478343522022472,0,240,240,240,0.29989938805073313,0.036536030261034386,0.19114400398922898,0,240,240,240,1.4040590012176901,0.9818205742719884,0.9908685958652582,0,240,240,240,0.2962398617130301,0.05053038268572119,0.22478964096621798,0,240,240,240,0.2962398617130301,0.05053038268572119,0.22478964096621798,0,240,240,240,1.9158052500490743,2.00872837438365,0.7328819049753228,0.5172073705507784,0.2675034641520502,0.4887771720620247
CPHL/30T,short,chronos2_max,,,,,,,1.0749156894162297,,,0,240,,0,0.0,0.6416899157663604,0.8870664569311466,0.9418420551935163,0,240,240,240,0.4646460938772213,0.24085878735928354,0.49077366204726547,0,240,240,240,0.5627357928171155,0.325018343248853,0.570103800416076,0,240,240,240,0.3676987261080813,0.6596107297389555,0.8121642258428744,0,240,240,240,0.29240055227218703,0.03707540135329885,0.19254973734933747,0,240,240,240,1.3695101582901847,1.0131518470345189,1.006554443154725,0,240,240,240,0.2852333266609696,0.04320694576616468,0.207862805153218,0,240,240,240,0.2852333266609696,0.04320694576616468,0.207862805153218,0,240,240,240,1.9158052500490743,2.00872837438365,0.7148483167874731,0.5253949706677866,0.2760398752030045,0.5043747377469043
CPHL/30T,short,tsrag,all,False,False,t5,48,chronos_bolt_max,4.777799088507891,,,216,240,,54.50600020959973,0.9,0.6441107038095534,0.8600604995542209,0.9273944681494606,0,240,240,240,0.466768046540143,0.23605701583896044,0.4858569911393274,0,240,240,240,0.5688598025797317,0.32050922881850213,0.5661353449648786,0,240,240,240,0.39662953727894035,0.8980996904627511,0.947681217742945,0,240,240,240,0.3024715859589896,0.03640067624704778,0.19078961252397306,0,240,240,240,1.4154874985689185,0.9776068829324729,0.9887400482090694,0,240,240,240,0.2990330511719169,0.05072953819687175,0.22523218730206337,0,240,240,240,0.2990330511719169,0.05072953819687175,0.22523218730206337,0,240,240,240,1.9158052500490743,2.00872837438365,0.738847280292535,0.5160963246048847,0.26635541627067055,0.48667948110825976
CPHL/30T,short,bayes_mixture,,,,,,chronos_bolt_max,5.8527644677087665,0.3817427385892116,239,0,240,,0,0.0,0.6353705536154604,0.8449443225089738,0.9192085304809643,0,240,240,240,0.4624281970452248,0.23707428453093024,0.48690274648119436,0,240,240,240,0.5615821442793174,0.31999604884210414,0.5656819325752804,0,240,240,240,0.37417960751691454,0.7461638667508151,0.8638077718745156,0,240,240,240,0.2917834350709987,0.037017079292978296,0.19239823100272593,0,240,240,240,1.3687206412060726,1.0005162814727784,1.0002581074266674,0,240,240,240,0.2862194816176042,0.045967922239647484,0.2144013111891984,0,240,240,240,0.2862194816176042,0.045967922239647484,0.2144013111891984,0,240,240,240,1.9158052500490743,2.00872837438365,0.7144362096152582,0.5221084488629757,0.27259723237410244,0.49808440714627367
CPHL/30T,medium,chronos_t5_512,,,,,,,4.797814769670367,,,0,60,,0,0.0,1.1476792991053812,3.3071732594351455,1.8185635153700697,0,60,60,60,0.6212391394749274,0.4292151776304775,0.6551451576791799,0,60,60,60,0.7561987572140029,0.5758427386933789,0.7588430263851536,0,60,60,60,0.4568835965470441,0.259303943922531,0.5092189547950183,0,60,60,60,0.42616890719976863,0.06432503167738318,0.25362379950900343,0,60,60,60,1.8774526326844299,1.6321821574367477,1.2775688464567174,0,60,60,60,0.3857497360498511,0.04466147414914703,0.21133261496784406,0,60,60,60,0.3857497360498511,0.04466147414914703,0.21133261496784406,0,60,60,60,1.893340926882399,1.4876388063522994,0.9916083289742587,0.6747695717751053,0.455313974993559,1.0971629339509297
