dataset,term,method,retrieval_scope,aligned_datastore,neighbor_query_scale,retrieval_representation,alignment_period,fallback_method,inference_seconds,tsrag_weight,validation_dates,fallback_count,fallback_grid_rows,task_error,datastore_preprocessing_seconds,fallback_rate,MSE_mean,MSE_variance,MSE_std,MSE_dispersion_ddof,MSE_finite_values,MSE_evaluation_values,MSE_total_values,MAE_mean,MAE_variance,MAE_std,MAE_dispersion_ddof,MAE_finite_values,MAE_evaluation_values,MAE_total_values,RMSE_mean,RMSE_variance,RMSE_std,RMSE_dispersion_ddof,RMSE_finite_values,RMSE_evaluation_values,RMSE_total_values,MAPE_mean,MAPE_variance,MAPE_std,MAPE_dispersion_ddof,MAPE_finite_values,MAPE_evaluation_values,MAPE_total_values,sMAPE_mean,sMAPE_variance,sMAPE_std,sMAPE_dispersion_ddof,sMAPE_finite_values,sMAPE_evaluation_values,sMAPE_total_values,MASE_mean,MASE_variance,MASE_std,MASE_dispersion_ddof,MASE_finite_values,MASE_evaluation_values,MASE_total_values,ND_mean,ND_variance,ND_std,ND_dispersion_ddof,ND_finite_values,ND_evaluation_values,ND_total_values,CRPS_mean,CRPS_variance,CRPS_std,CRPS_dispersion_ddof,CRPS_finite_values,CRPS_evaluation_values,CRPS_total_values,seasonal_MASE_mean,seasonal_MASE_variance,scaled_MASE_mean,scaled_MASE_std,scaled_MASE_variance,MASE_variance_ratio_to_seasonal
Water_Quality_Darwin/15T,long,chronos2_max,,,,,,,1.0830513620749116,,,0,210,,0,0.0,9.03044960252863,2589.3070785243153,50.88523438606052,0,210,210,210,0.9201136129363544,5.037845806751657,2.244514603817863,0,210,210,210,1.170925959910194,7.6593819989370235,2.7675588519373937,0,210,210,210,0.09621794401759269,0.02473367057404737,0.15726942033989752,0,210,210,210,0.09399204069182844,0.02366188325681839,0.15382419594075047,0,210,210,210,1.3525939885798965,1.5195709469838654,1.2327087843379172,0,210,210,210,0.08879184212517381,0.019131236863501256,0.13831571444886967,0,210,210,210,0.08879184212517381,0.019131236863501256,0.13831571444886967,0,210,210,210,1.591229713377238,1.5257973604856987,0.8500306255022984,0.7746893952360949,0.6001436590912664,0.9959192395641245
Water_Quality_Darwin/15T,long,tsrag,all,False,False,t5,96,chronos_bolt_max,70.37285452336073,,,0,210,,1073.1581218903884,0.0,7.384194740259932,1033.7935158083105,32.152659544869856,0,210,210,210,0.9867808535556004,3.561527775126814,1.8872010425831198,0,210,210,210,1.247984502684587,5.826729421319037,2.41386193087323,0,210,210,210,0.14524642024030873,0.08846233150308783,0.2974261782410685,0,210,210,210,0.1181595718019707,0.036441735460203836,0.19089718557433957,0,210,210,210,1.4805994187008122,1.5060963577964785,1.2272311753685523,0,210,210,210,0.12398747707634689,0.0514179751613953,0.2267553200288701,0,210,210,210,0.12398747707634689,0.0514179751613953,0.2267553200288701,0,210,210,210,1.591229713377238,1.5257973604856987,0.9304749692980386,0.7712470204970391,0.5948219666255603,0.9870880608399081
Water_Quality_Darwin/15T,long,bayes_mixture,,,,,,chronos_bolt_max,71.45636395458132,0.21621621621621623,35,0,210,,0,0.0,8.130408516205277,1968.901431910521,44.37230478474745,0,210,210,210,0.8977822009331791,4.356734954839568,2.0872793188357823,0,210,210,210,1.147919555012134,6.81268921142602,2.6101128733114245,0,210,210,210,0.09905330210174301,0.027969730408889892,0.16724153314559723,0,210,210,210,0.09214870299618992,0.021269149992911265,0.14583946651339363,0,210,210,210,1.3334606603431127,1.4230370748996564,1.1929111764501397,0,210,210,210,0.08935771475803908,0.019327359353265273,0.13902287348945594,0,210,210,210,0.08935771475803908,0.019327359353265273,0.13902287348945594,0,210,210,210,1.591229713377238,1.5257973604856987,0.8380063853338722,0.7496787964814307,0.5620182978938464,0.9326514200068277
current_velocity/5T,short,chronos_t5_512,,,,,,,44.172495402395725,,,0,720,,0,0.0,3.9556580502977465,208.11664549961796,14.426248490152176,0,720,720,720,0.6704029962931792,2.418552004876479,1.5551694457120995,0,720,720,720,0.7959847782162962,3.3220662831457,1.8226536377341966,0,720,720,720,0.46161281256800846,0.8256132542999516,0.9086326288990241,0,720,720,720,0.39848351978777585,0.3481081498009716,0.5900069065705685,0,720,720,720,0.7490389352829979,0.7928238143628893,0.8904065444295034,0,720,720,720,0.3251159149606047,0.23220619963395642,0.48187778495585,0,720,720,720,0.3251159149606047,0.23220619963395642,0.48187778495585,0,720,720,720,0.9105016048084428,0.38424047675878115,0.822666243889362,0.9779296815372807,0.9563464620316072,2.0633531923827197
current_velocity/5T,short,chronos_bolt_512,,,,,,,0.41274262964725494,,,0,720,,0,0.0,3.6019505937252525,203.03071099368526,14.248884552612715,0,720,720,720,0.593643808549792,2.278088933971135,1.509333937195853,0,720,720,720,0.7083510316273008,3.100189409717791,1.7607354740896746,0,720,720,720,0.48186714040190437,1.330551484135083,1.1534953333824471,0,720,720,720,0.3566946710172088,0.2652943068440073,0.5150672838028127,0,720,720,720,0.45041877438474687,0.11884866654571526,0.3447443495486405,0,720,720,720,0.3167172498678227,0.2416917166390121,0.4916215176729067,0,720,720,720,0.3167172498678227,0.2416917166390121,0.4916215176729067,0,720,720,720,0.9105016048084428,0.38424047675878115,0.4946930043901558,0.37863123769141527,0.143361614155733,0.30930803425045245
current_velocity/5T,short,chronos_bolt_max,,,,,,,0.7832807833328843,,,0,720,,0,0.0,3.038420630255172,108.13578664275563,10.398835831128196,0,720,720,720,0.5638663843048584,1.8685705206924228,1.3669566637945854,0,720,720,720,0.6738370428042927,2.5843642699999374,1.6075958042990588,0,720,720,720,0.44970037044658634,0.9094160421406331,0.9536330752132254,0,720,720,720,0.3493648926026466,0.2576403487028669,0.5075828491023577,0,720,720,720,0.4309424108512903,0.09657239017524911,0.31076098560670246,0,720,720,720,0.30365889940214447,0.20715066500438217,0.4551380724619532,0,720,720,720,0.30365889940214447,0.20715066500438217,0.4551380724619532,0,720,720,720,0.9105016048084428,0.38424047675878115,0.47330219801419765,0.341307455105565,0.11649077891063724,0.2513332041170546
current_velocity/5T,short,chronos2_max,,,,,,,3.221926120109856,,,0,720,,0,0.0,2.913595656417231,100.55266644759325,10.027595247495446,0,720,720,720,0.5493215452034578,1.8035564923692733,1.3429655588916916,0,720,720,720,0.6554102365166565,2.4840330782864113,1.5760815582597276,0,720,720,720,0.435972193836215,0.7885135607718315,0.8879828606295459,0,720,720,720,0.3435262006753431,0.25390456378277404,0.5038894360698327,0,720,720,720,0.36774959727758433,0.08720171839117236,0.2952993707937292,0,720,720,720,0.2954592726751456,0.19308452940668244,0.43941384753633156,0,720,720,720,0.2954592726751456,0.19308452940668244,0.43941384753633156,0,720,720,720,0.9105016048084428,0.38424047675878115,0.4038978024151356,0.32432602999733995,0.10518737373383545,0.22694568549038088
current_velocity/5T,short,tsrag,all,False,False,t5,288,chronos_bolt_max,22.13518009148538,,,0,720,,274.160841120407,0.0,3.5722950722879876,199.49240658524857,14.124178085299285,0,720,720,720,0.5936559268744408,2.259862483162147,1.5032838997215885,0,720,720,720,0.7077543764862767,3.071378814852509,1.752534968225316,0,720,720,720,0.47245207849193127,1.2250006832777511,1.1067974897323138,0,720,720,720,0.34728523638713427,0.2544100984264604,0.5043908191337947,0,720,720,720,0.44755419064422786,0.11482617147015943,0.3388601060469636,0,720,720,720,0.30788423665116904,0.22211562020048647,0.4712914387090927,0,720,720,720,0.30788423665116904,0.22211562020048647,0.4712914387090927,0,720,720,720,0.9105016048084428,0.38424047675878115,0.4915468443774871,0.3721685983389949,0.13850946558961214,0.29883934258765016
current_velocity/5T,short,bayes_mixture,,,,,,chronos_bolt_max,25.357241393066943,0.4098360655737705,120,0,720,,0,0.0,3.0627688015544803,124.23380458758713,11.146021917598544,0,720,720,720,0.5578241835301623,1.9104924561789718,1.3822056490186154,0,720,720,720,0.6655321424934401,2.6198357688625715,1.6185906736610622,0,720,720,720,0.44434723492450623,0.8346796595657515,0.9136080448232445,0,720,720,720,0.34279923350576846,0.2529764116563552,0.5029676049770554,0,720,720,720,0.38935708709026134,0.08697563427637084,0.29491631741287366,0,720,720,720,0.29720458963806556,0.19625108934111574,0.4430023581665404,0,720,720,720,0.29720458963806556,0.19625108934111574,0.4430023581665404,0,720,720,720,0.9105016048084428,0.38424047675878115,0.4276292156257943,0.3239053241151838,0.10491465899016227,0.22635729325042578
current_velocity/5T,medium,chronos_t5_512,,,,,,,41.886235220357776,,,0,90,,0,0.0,9.31756912487519,590.4959809903365,24.300123065333157,0,90,90,90,1.0956938917147965,4.895976190368634,2.2126852894997593,0,90,90,90,1.355290566037897,7.480756606483865,2.735097184102215,0,90,90,90,0.7287259401011754,1.7129496323157514,1.308797017232142,0,90,90,90,0.4863065077932374,0.3873199081223498,0.6223503098114034,0,90,90,90,1.1899542218136991,1.2735937728568414,1.128536119429432,0,90,90,90,0.3984746692863348,0.24817906719090133,0.4981757392636672,0,90,90,90,0.3984746692863348,0.24817906719090133,0.4981757392636672,0,90,90,90,0.9106922601897061,0.11522061713881367,1.306648001560725,1.2392068855338103,1.535633705154406,11.053523271121358
current_velocity/5T,medium,chronos_bolt_512,,,,,,,0.8354145772755146,,,0,90,,0,0.0,6.449845862009382,295.8386207612904,17.199959905804732,0,90,90,90,0.8702450424894702,3.200090788859553,1.7888797580775386,0,90,90,90,1.1020928822344354,5.235237140937575,2.2880640596228017,0,90,90,90,0.6599798877350259,1.391158238169587,1.1794737123690324,0,90,90,90,0.4047782386994169,0.24533559808853897,0.4953136360817648,0,90,90,90,0.7820641015477915,0.23843853569327464,0.48830168512229677,0,90,90,90,0.3535300918551834,0.1725566778785411,0.4153994196897019,0,90,90,90,0.3535300918551834,0.1725566778785411,0.4153994196897019,0,90,90,90,0.9106922601897061,0.11522061713881367,0.8587578216431531,0.5361873669823204,0.2874968925114335,2.0694085973000167
current_velocity/5T,medium,chronos_bolt_max,,,,,,,3.1567390291020274,,,0,90,,0,0.0,5.510481150746615,174.15872781537638,13.196921149092935,0,90,90,90,0.8233448678261902,2.777232209465684,1.6665029881358402,0,90,90,90,1.0372535001039764,4.434586327268663,2.105845751062661,0,90,90,90,0.717391737056692,1.819144260981392,1.348756561052213,0,90,90,90,0.4182349540769833,0.2568655116361069,0.5068190127018785,0,90,90,90,0.732340623550814,0.1325137856389597,0.3640244300029322,0,90,90,90,0.3717323790065653,0.20744608914143758,0.45546250025818547,0,90,90,90,0.3717323790065653,0.20744608914143758,0.45546250025818547,0,90,90,90,0.9106922601897061,0.11522061713881367,0.804158172375661,0.3997227668621038,0.15977829034789578,1.1500874490136765
current_velocity/5T,medium,chronos2_max,,,,,,,0.46475916635245085,,,0,90,,0,0.0,5.008877919584037,172.1853935683474,13.121943208547558,0,90,90,90,0.7779179198999586,2.793031567597935,1.6712365384941579,0,90,90,90,0.9558272788268267,4.095272132634541,2.0236778727442126,0,90,90,90,0.6799373460701329,1.6073310931114337,1.2678056211862423,0,90,90,90,0.4154168892758719,0.2668556845381206,0.5165807628417076,0,90,90,90,0.5819090237846842,0.10966632047445307,0.3311590561564836,0,90,90,90,0.36289139217075383,0.21430341794263796,0.4629291716263277,0,90,90,90,0.36289139217075383,0.21430341794263796,0.4629291716263277,0,90,90,90,0.9106922601897061,0.11522061713881367,0.6389743816022626,0.3636344247479384,0.1322299948617641,0.9517942465308186
current_velocity/5T,medium,tsrag,all,False,False,t5,288,chronos_bolt_max,17.194936083629727,,,0,90,,269.53147461637855,0.0,6.398800583925456,300.5821019934852,17.337303769429813,0,90,90,90,0.8717827550509568,3.227406016871802,1.7964982652014452,0,90,90,90,1.0996527574977688,5.189564396853011,2.278061543693017,0,90,90,90,0.680509725580235,1.4608118782757342,1.2086405082884382,0,90,90,90,0.40060508931099387,0.23763446780788802,0.48747765877821314,0,90,90,90,0.795933189263744,0.24138152104362384,0.4913059342646126,0,90,90,90,0.3598048707143998,0.1887124529871428,0.434410466019343,0,90,90,90,0.3598048707143998,0.1887124529871428,0.434410466019343,0,90,90,90,0.9106922601897061,0.11522061713881367,0.8739869921568713,0.5394862301369168,0.2910453925073423,2.0949507738950577
current_velocity/5T,medium,bayes_mixture,,,,,,chronos_bolt_max,17.659818231128156,0.47058823529411764,15,0,90,,0,0.0,5.185369103044432,170.28588099077402,13.049363240816543,0,90,90,90,0.7933265372316513,2.744131132407073,1.6565419199063671,0,90,90,90,0.9886643915554646,4.207911823914695,2.0513195323778044,0,90,90,90,0.6725682362415475,1.4454297481598588,1.202260266398195,0,90,90,90,0.401557843363735,0.24323280320453985,0.49318637775646224,0,90,90,90,0.6596031764738121,0.09259457092562512,0.3042935604406132,0,90,90,90,0.3565834648739065,0.1948811592001009,0.44145346210002806,0,90,90,90,0.3565834648739065,0.1948811592001009,0.44145346210002806,0,90,90,90,0.9106922601897061,0.11522061713881367,0.7242876713769483,0.3341343434468476,0.11164575947065596,0.8036284931026754
current_velocity/5T,long,chronos_t5_512,,,,,,,41.542790619656444,,,0,30,,0,0.0,11.458312481410072,771.9367267837364,27.783749329126486,0,30,30,30,1.326758993490904,6.211854322698227,2.492359188138465,0,30,30,30,1.5942939331266917,8.916539336205494,2.9860574904387716,0,30,30,30,0.9185196363904794,2.0596729984167768,1.4351560885202614,0,30,30,30,0.5915042346326073,0.5265668758304914,0.7256492788051894,0,30,30,30,1.6966687449199005,3.158456329362769,1.7772046391349448,0,30,30,30,0.4762583993192271,0.35504863841518636,0.5958595794440049,0,30,30,30,0.4762583993192271,0.35504863841518636,0.5958595794440049,0,30,30,30,1.0927077660320532,0.29190573790947194,1.5527195812664618,1.6264226304426326,2.6452505728159323,10.820124167419738
current_velocity/5T,long,chronos_bolt_512,,,,,,,0.8777366941794753,,,0,30,,0,0.0,6.050367473553728,189.59504409314502,13.769351622104253,0,30,30,30,0.9815978728558682,3.18485992239986,1.7846175843580214,0,30,30,30,1.1886230355280034,4.637542752965923,2.1534954731705205,0,30,30,30,0.8434448696452426,1.6567116363473653,1.2871331074707717,0,30,30,30,0.4870602377283993,0.3256407889746048,0.5706494449086977,0,30,30,30,1.2575498236370677,1.124064330583181,1.0602190012366224,0,30,30,30,0.43957863425163796,0.3054048498304521,0.5526344631222813,0,30,30,30,0.43957863425163796,0.3054048498304521,0.5526344631222813,0,30,30,30,1.0927077660320532,0.29190573790947194,1.1508564894744044,0.9702676545318176,0.9414193214306745,3.8507784692186644
